date,open,close,high,low,volume,money
2018-10-16,57.55,69.05,69.05,57.55,427350.0,29448511.2
2018-10-17,75.96,75.96,75.96,75.96,189835.0,14420083.1
2018-10-18,83.56,79.57,83.56,72.11,56700692.0,4493959114.05
2018-10-19,78.12,87.53,87.53,78.02,35941778.0,3011157565.2
2018-10-22,92.37,96.28,96.28,90.42,17997513.0,1689793609.03
2018-10-23,100.23,93.06,103.97,93.03,33543646.0,3319210156.15
2018-10-24,93.74,95.37,98.76,93.55,24575676.0,2351484901.82
2018-10-25,91.51,97.86,99.61,91.51,19655809.0,1871745883.26
2018-10-26,98.07,95.52,101.22,90.91,18594207.0,1778309679.0
2018-10-29,94.83,95.83,96.66,92.38,10467330.0,994737034.08
2018-10-30,94.83,95.66,98.17,91.1,14252614.0,1350378208.28
2018-10-31,96.11,97.29,100.17,96.11,13761088.0,1347886601.69
2018-11-01,99.23,100.56,103.77,97.38,15940257.0,1601231269.97
2018-11-02,104.45,103.57,105.52,100.89,16503532.0,1701272338.54
2018-11-05,103.06,100.65,104.72,97.73,13584849.0,1373603233.14
2018-11-06,98.96,110.71,110.71,98.12,13768229.0,1425402758.25
2018-11-07,110.7,108.09,111.71,106.82,11763282.0,1285698030.25
2018-11-08,110.06,107.39,111.03,105.92,9202108.0,999397652.61
2018-11-09,105.64,108.86,111.83,105.15,8856667.0,969217062.11
2018-11-12,108.02,110.07,110.82,107.28,8133200.0,889722777.47
2018-11-13,108.09,108.15,114.97,106.65,13880055.0,1539492049.1
2018-11-14,106.16,109.92,111.63,106.14,8652049.0,943916114.77
2018-11-15,108.94,110.06,110.83,107.31,6849517.0,749711334.12
2018-11-16,110.11,108.73,112.03,107.76,7030954.0,771444135.46
2018-11-19,107.12,108.24,110.9,106.72,7050257.0,766379682.72
2018-11-20,106.92,105.15,109.05,105.15,5558772.0,591621631.52
2018-11-21,104.16,109.77,111.07,103.82,9222000.0,1000279969.17
2018-11-22,109.42,109.58,110.39,108.21,5288872.0,579003973.23
2018-11-23,109.86,106.42,111.63,106.13,6055749.0,658085561.78
2018-11-26,107.21,107.69,109.36,106.42,4252986.0,459180268.68
2018-11-27,108.74,104.71,109.08,102.69,8163124.0,859347576.13
2018-11-28,103.97,107.71,108.09,103.38,5613785.0,596357412.52
2018-11-29,109.08,106.94,110.03,106.92,4970944.0,540532882.81
2018-11-30,106.92,110.55,110.65,106.62,4207531.0,456656947.68
2018-12-03,113.5,117.43,121.52,111.38,9473645.0,1104557826.88
2018-12-04,116.74,117.0,118.78,115.56,4598754.0,538294094.35
2018-12-05,114.97,118.59,120.98,114.64,5469621.0,646890157.76
2018-12-06,117.81,113.33,119.01,112.03,8378951.0,964296665.1
2018-12-07,113.87,112.16,114.24,110.75,5156969.0,577176369.74
2018-12-10,110.92,113.13,113.99,110.92,3036943.0,342408986.85
2018-12-11,113.65,111.4,114.29,110.55,4121622.0,463348649.01
2018-12-12,111.83,111.96,112.65,111.15,2801387.0,313396283.04
2018-12-13,111.93,114.19,114.25,111.58,2978341.0,337663431.59
2018-12-14,114.09,105.94,114.26,105.94,7397766.0,810256504.25
2018-12-17,104.28,104.39,105.15,100.18,5037843.0,519731536.34
2018-12-18,102.31,103.57,104.66,101.88,3187716.0,329930909.25
2018-12-19,103.93,96.53,104.44,96.08,7796835.0,773276648.6
2018-12-20,96.3,98.92,99.64,96.2,4864010.0,478030157.73
2018-12-21,98.04,97.6,98.79,96.8,3081733.0,301683678.85
2018-12-24,97.74,101.51,102.89,97.74,3720944.0,376860478.45
