date,open,close,high,low,volume,money
2019-11-05,66.56,70.89,77.68,66.56,9799085.0,695420101.0
2019-11-06,68.1,66.28,70.89,64.12,5968815.0,404831463.0
2019-11-07,68.37,69.09,72.75,67.22,6132911.0,426764359.0
2019-11-08,69.48,68.1,70.74,66.01,4167616.0,285015939.0
2019-11-11,68.7,64.36,69.87,64.21,3120816.0,210120305.0
2019-11-12,64.9,57.4,64.9,57.03,3746365.0,224027339.0
2019-11-13,57.04,57.34,58.59,55.47,1979772.0,113203121.0
2019-11-14,56.91,57.12,58.25,56.42,1546885.0,88766617.0
2019-11-15,56.91,55.53,56.91,55.51,1333268.0,74599830.0
2019-11-18,55.87,56.8,58.31,55.53,1588801.0,90616942.0
2019-11-19,56.53,58.95,60.37,56.53,1811144.0,107050406.0
2019-11-20,58.62,60.2,60.9,58.62,1495209.0,89796091.0
2019-11-21,59.71,61.66,62.88,58.79,2237610.0,136523043.0
2019-11-22,61.32,58.21,61.87,57.73,1877090.0,112252778.0
2019-11-25,57.8,58.41,59.41,56.6,1212097.0,70439781.0
2019-11-26,58.46,58.36,59.23,57.87,700511.0,40952687.0
2019-11-27,58.19,58.75,59.06,57.52,756163.0,44079588.0
2019-11-28,58.74,60.64,61.41,58.34,1556976.0,94125572.0
2019-11-29,60.97,60.26,61.1,59.46,888622.0,53422661.0
2019-12-02,60.51,58.22,60.64,58.02,1038616.0,61596258.0
2019-12-03,58.13,57.02,58.13,56.13,1117734.0,63420879.0
2019-12-04,56.91,56.99,57.79,56.42,544151.0,31066901.0
2019-12-05,57.04,56.75,57.35,55.8,727283.0,41182033.0
2019-12-06,56.91,55.36,57.08,55.12,1258310.0,70255419.0
2019-12-09,55.51,56.1,56.38,54.67,976896.0,54263947.0
2019-12-10,56.22,57.79,59.39,55.6,2088870.0,120717169.0
2019-12-11,57.04,56.14,57.89,56.02,1239228.0,70404527.0
2019-12-12,56.48,56.61,57.41,56.22,873610.0,49696624.0
2019-12-13,56.5,57.19,57.31,56.12,790927.0,44949342.0
2019-12-16,56.91,57.36,57.89,56.75,1245869.0,71260959.0
2019-12-17,57.36,57.59,57.91,57.01,1359638.0,78076151.0
2019-12-18,57.63,59.41,59.88,57.63,2122971.0,125281978.0
2019-12-19,60.01,60.03,61.1,59.51,1931386.0,116403126.0
2019-12-20,60.03,59.01,60.13,58.91,1040385.0,61715482.0
