date,open,close,high,low,volume,money
2021-08-20,4.79,6.11,6.52,4.58,3884664313.0,20105590935.0
2021-08-23,5.5,5.5,5.5,5.5,310972400.0,1710348200.0
2021-08-24,4.95,4.95,4.95,4.95,406597500.0,2012657625.0
2021-08-25,4.95,4.83,5.14,4.77,2084090257.0,10182275515.46
2021-08-26,4.73,4.71,4.84,4.62,1381649325.0,6471125817.76
2021-08-27,4.66,4.61,4.7,4.6,915488263.0,4241738648.5
2021-08-30,4.62,4.64,4.67,4.58,828324060.0,3821401676.65
2021-08-31,4.61,4.56,4.62,4.55,742828837.0,3392268860.08
2021-09-01,4.55,4.58,4.61,4.54,691719415.0,3164104038.61
2021-09-02,4.56,4.56,4.57,4.54,598877045.0,2724702722.0
2021-09-03,4.55,4.54,4.55,4.53,560911938.0,2547149313.06
2021-09-06,4.54,4.55,4.58,4.53,596007077.0,2710518570.11
2021-09-07,4.54,4.54,4.55,4.53,498043233.0,2260798202.6
2021-09-08,4.54,4.54,4.55,4.53,457927355.0,2078538311.47
2021-09-09,4.54,4.54,4.55,4.53,419472206.0,1903991706.13
2021-09-10,4.54,4.53,4.55,4.53,402243804.0,1825151136.12
2021-09-13,4.53,4.54,4.54,4.53,343276822.0,1556374120.66
2021-09-14,4.54,4.53,4.54,4.53,408281625.0,1850571691.25
2021-09-15,4.53,4.53,4.54,4.53,339075112.0,1536797205.36
2021-09-16,4.53,4.53,4.54,4.53,436825808.0,1979723046.24
2021-09-17,4.53,4.53,4.54,4.53,539070049.0,2442833878.97
2021-09-22,4.54,4.63,4.73,4.53,543501922.0,2511000019.25
2021-09-23,4.59,4.55,4.6,4.54,334993205.0,1524449637.63
2021-09-24,4.54,4.44,4.55,4.43,354509157.0,1585257583.41
2021-09-27,4.44,4.31,4.44,4.3,285734313.0,1241402320.91
2021-09-28,4.29,4.34,4.38,4.25,158002969.0,681213378.87
2021-09-29,4.29,4.26,4.31,4.25,145843812.0,622819085.76
2021-09-30,4.26,4.29,4.3,4.25,97689323.0,417242994.42
2021-10-08,4.3,4.34,4.35,4.27,140377383.0,605277972.86
2021-10-11,4.33,4.33,4.35,4.31,105987535.0,458657570.69
2021-10-12,4.32,4.28,4.33,4.25,126268161.0,540901958.76
2021-10-13,4.27,4.27,4.28,4.25,85803160.0,366030483.49
2021-10-14,4.27,4.26,4.27,4.25,67538893.0,287773378.0
2021-10-15,4.26,4.26,4.28,4.25,78302887.0,333829892.0
2021-10-18,4.26,4.22,4.26,4.21,115107082.0,486110059.0
2021-10-19,4.22,4.2,4.23,4.19,93616996.0,393561817.0
2021-10-20,4.2,4.19,4.21,4.18,80494821.0,337215586.0
2021-10-21,4.19,4.17,4.19,4.16,88284552.0,368320418.44
2021-10-22,4.16,4.14,4.16,4.13,103028857.0,427089228.67
2021-10-25,4.14,4.22,4.22,4.14,140698566.0,588654773.1
2021-10-26,4.2,4.2,4.22,4.16,106323021.0,444934726.39
2021-10-27,4.18,4.23,4.23,4.14,127170880.0,531832950.87
2021-10-28,4.23,4.41,4.41,4.18,211183338.0,903833886.32
2021-10-29,4.35,4.39,4.39,4.31,166786136.0,726321997.39
2021-11-01,4.35,4.33,4.36,4.31,86848662.0,376131564.27
2021-11-02,4.31,4.22,4.33,4.22,103392173.0,441375814.06
2021-11-03,4.21,4.21,4.22,4.19,56751205.0,238716055.45
2021-11-04,4.21,4.19,4.22,4.18,60252322.0,252605813.7
2021-11-05,4.19,4.24,4.27,4.17,117217118.0,495684838.89
2021-11-08,4.22,4.21,4.24,4.2,57234348.0,241042211.56
2021-11-09,4.2,4.22,4.24,4.19,54105157.0,228141216.66
2021-11-10,4.22,4.21,4.23,4.19,53161541.0,223587319.39
2021-11-11,4.2,4.21,4.23,4.2,63302413.0,266651974.41
2021-11-12,4.21,4.21,4.22,4.2,56733806.0,238809614.48
2021-11-15,4.22,4.22,4.25,4.21,69201950.0,292359117.0
2021-11-16,4.22,4.21,4.23,4.2,55596261.0,234427455.33
2021-11-17,4.21,4.21,4.22,4.2,39879159.0,167862985.39
2021-11-18,4.21,4.18,4.22,4.18,62993300.0,264188491.0
2021-11-19,4.18,4.19,4.2,4.17,57566672.0,240786708.0
2021-11-22,4.19,4.4,4.4,4.18,232716104.0,998998253.02
2021-11-23,4.32,4.3,4.35,4.29,124425580.0,536434783.62
2021-11-24,4.29,4.29,4.32,4.26,74774503.0,320272954.77
2021-11-25,4.28,4.28,4.3,4.28,42905517.0,183917679.38
2021-11-26,4.28,4.28,4.29,4.27,50985664.0,218147870.28
2021-11-29,4.27,4.28,4.31,4.24,71173828.0,305020555.95
2021-11-30,4.28,4.28,4.3,4.27,61362300.0,262893429.93
2021-12-01,4.27,4.29,4.3,4.26,57230649.0,244939427.96
2021-12-02,4.28,4.28,4.29,4.27,52096090.0,223057160.2
2021-12-03,4.28,4.32,4.36,4.27,125563534.0,542392913.9
2021-12-06,4.31,4.33,4.37,4.3,131942432.0,571394467.5
2021-12-07,4.32,4.33,4.35,4.31,85493857.0,369889858.42
2021-12-08,4.33,4.34,4.35,4.32,87365910.0,379054728.87
2021-12-09,4.34,4.42,4.42,4.33,178988712.0,782998823.31
2021-12-10,4.38,4.44,4.47,4.37,220846266.0,976864214.39
2021-12-13,4.42,4.4,4.44,4.4,120544625.0,532085264.24
2021-12-14,4.39,4.34,4.4,4.34,99235500.0,432356328.0
2021-12-15,4.33,4.35,4.37,4.32,76716358.0,333776278.87
2021-12-16,4.35,4.36,4.37,4.33,65330610.0,284233357.97
2021-12-17,4.35,4.35,4.36,4.34,53101619.0,231026600.02
2021-12-20,4.35,4.42,4.47,4.34,222091253.0,981468309.87
2021-12-21,4.41,4.43,4.45,4.39,126315229.0,558254807.32
2021-12-22,4.43,4.36,4.44,4.36,101516603.0,445371279.79
2021-12-23,4.36,4.35,4.38,4.35,67862700.0,295986917.0
2021-12-24,4.35,4.31,4.36,4.31,87025648.0,376478308.84
2021-12-27,4.31,4.32,4.34,4.3,61368267.0,265013715.64
2021-12-28,4.32,4.32,4.33,4.3,45236903.0,194947710.0
2021-12-29,4.32,4.31,4.32,4.3,35787095.0,154206702.0
2021-12-30,4.31,4.31,4.34,4.3,45510844.0,196612694.0
2021-12-31,4.32,4.33,4.34,4.31,48703707.0,210624747.0
2022-01-04,4.32,4.38,4.4,4.32,123273192.0,537585468.0
2022-01-05,4.36,4.3,4.36,4.3,145210563.0,627077132.0
2022-01-06,4.3,4.3,4.32,4.28,76037027.0,326584669.0
2022-01-07,4.29,4.29,4.33,4.29,73837180.0,317826451.0
2022-01-10,4.29,4.32,4.34,4.29,97150111.0,419457557.0
2022-01-11,4.32,4.31,4.33,4.3,70170093.0,302969847.0
2022-01-12,4.31,4.31,4.32,4.3,38055898.0,163985884.0
2022-01-13,4.32,4.3,4.34,4.3,71834965.0,310070975.0
2022-01-14,4.3,4.26,4.31,4.26,91742675.0,392745514.0
2022-01-17,4.26,4.27,4.28,4.25,32897050.0,140233304.0
2022-01-18,4.27,4.27,4.27,4.27,0.0,0.0
