Date,Open,Close,High,Low,Volume
2021-01-04,35.25,34.8,36.01,34.4,1027586.0
2021-01-05,34.51,36.55,36.8,34.3,1072169.0
2021-01-06,36.58,36.96,37.46,36.0,1097482.0
2021-01-07,37.5,40.39,40.66,37.28,1401786.0
2021-01-08,40.39,40.37,41.38,39.01,1459535.0
2021-01-11,40.3,41.88,44.06,40.0,1423882.0
2021-01-12,41.01,45.7,45.7,41.01,1608950.0
2021-01-13,45.7,44.2,48.9,43.0,2631426.0
2021-01-14,43.88,41.3,44.9,40.6,2382252.0
2021-01-15,41.3,41.44,42.17,39.44,1754349.0
2021-01-18,41.45,41.65,42.15,39.76,1213881.0
2021-01-19,41.01,39.3,41.58,39.02,1684572.0
2021-01-20,39.3,39.85,40.45,39.3,1098107.0
2021-01-21,40.42,41.8,41.8,40.42,1379488.0
2021-01-22,41.72,41.3,41.72,40.41,1124267.0
2021-01-25,41.0,43.5,43.85,39.78,1759796.0
2021-01-26,42.78,41.47,42.94,41.18,1219118.0
2021-01-27,41.0,42.4,42.57,40.81,1122315.0
2021-01-28,40.79,40.36,41.81,40.16,986387.0
2021-01-29,41.14,40.46,41.39,39.8,883512.0
2021-02-01,40.1,41.72,41.97,39.38,958694.0
2021-02-02,42.2,42.18,42.98,41.79,1046126.0
2021-02-03,42.03,43.44,43.74,41.86,1287816.0
2021-02-04,42.81,42.32,43.2,41.3,1105930.0
2021-02-05,42.44,41.58,43.39,41.4,1069659.0
2021-02-08,41.9,44.97,45.5,41.89,1632426.0
2021-02-09,45.29,46.84,48.25,44.61,1591840.0
2021-02-10,47.08,47.93,48.8,45.81,1196678.0
2021-02-18,49.77,47.15,50.3,46.9,1302040.0
2021-02-19,47.06,44.97,47.53,43.49,1760578.0
2021-02-22,44.8,43.28,45.38,43.11,1394753.0
2021-02-23,43.2,44.4,45.56,43.0,1301483.0
2021-02-24,45.0,42.85,45.58,42.38,1529867.0
2021-02-25,43.14,43.15,43.97,41.48,1300729.0
2021-02-26,41.0,41.11,42.1,40.61,1213316.0
2021-03-01,41.8,44.25,44.25,41.37,1303574.0
2021-03-02,44.78,43.5,45.36,43.18,1074164.0
2021-03-03,43.0,43.25,43.4,42.06,882803.0
2021-03-04,42.92,40.99,42.99,40.5,1303711.0
2021-03-05,39.38,41.11,41.77,39.02,861337.0
2021-03-08,41.0,39.71,42.55,39.39,1164057.0
2021-03-09,39.23,36.89,39.4,35.91,2076560.0
2021-03-10,38.02,37.85,38.49,37.24,1169066.0
2021-03-11,37.9,38.15,39.08,37.75,1032286.0
2021-03-12,38.35,37.77,38.65,36.66,1006360.0
2021-03-15,37.47,35.88,37.5,35.59,1126098.0
2021-03-16,35.87,35.2,36.39,34.58,1370828.0
2021-03-17,35.7,36.33,36.68,35.07,1123186.0
2021-03-18,36.58,37.0,37.3,36.41,838626.0
2021-03-19,36.01,36.03,36.76,35.72,960953.0
2021-03-22,36.76,36.81,38.38,36.35,1104057.0
2021-03-23,36.83,35.78,36.96,35.19,764081.0
2021-03-24,35.52,33.99,35.75,33.76,1275561.0
2021-03-25,33.5,34.0,34.28,33.18,722168.0
2021-03-26,34.48,35.68,36.0,34.32,1139709.0
2021-03-29,35.81,35.86,36.35,35.17,733154.0
2021-03-30,36.5,37.03,37.38,36.02,959958.0
2021-03-31,36.86,34.15,36.86,33.9,2502768.0
2021-04-01,33.72,34.9,35.16,33.65,1145615.0
2021-04-02,35.02,35.27,35.8,34.55,851963.0
