Date,Open,Close,High,Low,Volume
2021-04-06,35.27,34.9,35.88,34.58,767974.0
2021-04-07,34.73,34.94,35.05,34.11,823204.0
2021-04-08,35.28,34.38,35.28,34.31,726080.0
2021-04-09,34.8,33.4,34.85,33.18,1088923.0
2021-04-12,33.41,31.21,33.5,30.88,2234661.0
2021-04-13,31.3,31.32,31.88,30.97,969220.0
2021-04-14,31.54,31.53,31.79,31.27,757668.0
2021-04-15,31.4,31.64,31.7,30.36,977149.0
2021-04-16,32.5,31.84,32.67,31.43,992834.0
2021-04-19,31.85,32.9,33.0,31.02,1342117.0
2021-04-20,32.57,32.33,32.79,32.01,1037919.0
2021-04-21,31.99,31.9,32.1,31.22,897972.0
2021-04-22,31.82,31.67,32.17,31.48,734374.0
2021-04-23,31.67,32.93,33.19,31.63,1590716.0
2021-04-26,32.94,31.85,33.35,31.7,1362623.0
2021-04-27,31.55,31.36,31.65,30.82,995982.0
2021-04-28,31.6,31.52,31.75,31.03,842659.0
2021-04-29,31.68,31.71,31.79,31.16,832734.0
2021-04-30,31.83,30.88,31.87,30.58,1351859.0
2021-05-06,31.28,30.18,31.3,29.93,1264653.0
2021-05-07,30.66,30.31,31.17,30.23,1085275.0
2021-05-10,30.02,29.69,30.35,29.0,1358521.0
2021-05-11,29.33,29.0,29.45,28.18,1740507.0
2021-05-12,28.53,28.74,29.13,28.38,1210064.0
2021-05-13,28.26,27.65,28.53,27.57,1884648.0
2021-05-14,27.65,29.08,29.2,27.41,2129888.0
2021-05-17,29.1,29.87,30.3,28.67,2060582.0
2021-05-18,29.85,29.62,29.85,29.21,946794.0
2021-05-19,29.5,29.68,30.34,29.16,1239399.0
2021-05-20,29.92,29.71,30.48,29.56,1176337.0
2021-05-21,29.5,28.89,29.53,28.74,1298775.0
2021-05-24,28.85,29.7,29.75,28.3,1395485.0
2021-05-25,29.55,29.8,29.97,28.91,1814636.0
2021-05-26,30.1,30.3,31.28,30.07,2502348.0
2021-05-27,29.98,31.03,31.16,29.71,2200433.0
2021-05-28,31.1,30.5,31.28,30.3,1727863.0
2021-05-31,30.55,30.29,30.66,29.75,1526015.0
2021-06-01,30.12,31.62,31.62,29.94,2430240.0
2021-06-02,31.8,31.12,32.25,31.0,1800864.0
2021-06-03,31.12,30.85,31.32,30.61,1140391.0
2021-06-04,30.56,30.35,30.75,30.06,1543476.0
2021-06-07,30.2,30.16,30.65,30.0,1156198.0
2021-06-08,30.2,30.45,30.5,30.02,1019923.0
2021-06-09,30.3,30.12,30.44,30.06,756662.0
2021-06-10,30.1,29.32,30.5,29.29,1810843.0
2021-06-11,29.0,28.29,29.0,28.0,2410423.0
2021-06-15,28.26,28.1,28.26,27.4,1272157.0
2021-06-16,27.64,26.92,27.64,26.87,1099464.0
2021-06-17,26.92,27.08,27.38,26.65,942490.0
2021-06-18,27.15,27.37,27.37,26.38,1525635.0
2021-06-21,27.3,27.04,27.3,26.85,871096.0
2021-06-22,26.99,28.24,28.59,26.95,2062829.0
2021-06-23,28.24,28.1,28.38,27.6,1296483.0
2021-06-24,28.11,28.21,28.35,27.71,904460.0
2021-06-25,28.26,29.11,29.3,28.08,1786651.0
2021-06-28,29.16,28.79,29.23,28.5,1250108.0
2021-06-29,28.61,27.87,28.68,27.85,1264965.0
2021-06-30,27.9,29.07,29.17,27.9,1768529.0
2021-07-01,29.23,28.39,29.51,28.3,1269384.0
2021-07-02,28.1,27.04,28.1,26.96,1809101.0
2021-07-05,26.97,26.12,26.97,25.72,1985415.0
2021-07-06,25.85,26.24,26.41,25.85,1110952.0
2021-07-07,26.01,26.2,26.59,26.01,1177822.0
2021-07-08,26.27,25.32,26.46,25.23,1980843.0
2021-07-09,25.16,25.7,25.85,24.86,1248699.0
2021-07-12,25.8,25.67,26.32,25.6,1379851.0
2021-07-13,25.65,26.18,26.28,25.42,1337637.0
2021-07-14,26.04,25.34,26.05,25.25,1330578.0
2021-07-15,25.34,25.56,25.66,24.84,1372563.0
2021-07-16,25.25,25.04,25.3,24.94,1202296.0
2021-07-19,24.8,25.34,25.45,24.01,2254369.0
2021-07-20,24.98,26.03,26.32,24.73,2246203.0
2021-07-21,26.13,25.81,26.48,25.72,1661989.0
2021-07-22,25.8,27.65,27.9,25.71,3456840.0
2021-07-23,27.72,27.37,28.59,27.33,2504615.0
2021-07-26,27.15,26.5,27.28,26.33,1753586.0
2021-07-27,26.78,25.1,26.96,25.05,1807432.0
2021-07-28,24.93,24.94,25.38,24.52,1140379.0
2021-07-29,25.35,25.58,25.82,25.01,1222298.0
2021-07-30,25.24,24.82,25.25,24.6,1201516.0
2021-08-02,24.84,27.3,27.3,24.45,2327437.0
2021-08-03,28.0,28.76,29.73,27.61,5106277.0
2021-08-04,29.18,30.25,30.93,29.16,4315913.0
2021-08-05,30.38,30.08,30.8,29.5,2666830.0
2021-08-06,30.0,29.95,30.67,29.63,2165325.0
2021-08-09,29.9,31.44,32.0,29.56,3598695.0
2021-08-10,31.3,31.6,31.79,30.45,2601925.0
2021-08-11,32.18,31.1,33.07,31.0,2442119.0
2021-08-12,31.2,30.46,31.49,30.11,2110759.0
2021-08-13,30.46,30.83,31.15,30.26,1589002.0
2021-08-16,30.88,29.33,30.9,29.25,2424888.0
2021-08-17,29.3,28.85,29.85,28.49,2023962.0
2021-08-18,28.86,29.15,29.32,28.34,1656175.0
2021-08-19,28.7,28.26,28.76,27.87,1918406.0
2021-08-20,27.86,28.04,28.6,27.7,1430835.0
2021-08-23,28.05,28.88,28.9,27.83,1826688.0
2021-08-24,28.87,28.05,28.87,27.95,2143199.0
2021-08-25,27.8,26.82,27.8,26.8,2859889.0
2021-08-26,26.66,27.04,27.2,26.58,1733393.0
2021-08-27,26.67,27.3,27.6,26.3,1827000.0
2021-08-30,26.5,25.75,26.66,25.51,3243518.0
2021-08-31,25.83,26.23,26.46,25.83,1928700.0
2021-09-01,26.25,28.85,28.85,25.65,4445395.0
2021-09-02,29.1,28.52,29.21,27.94,3263300.0
2021-09-03,28.05,28.13,28.5,27.65,1965786.0
2021-09-06,28.34,29.25,29.93,28.1,2953188.0
2021-09-07,29.15,29.12,29.19,28.71,1832883.0
2021-09-08,29.0,28.32,29.0,28.26,1860417.0
2021-09-09,28.09,28.29,28.97,28.0,1429617.0
2021-09-10,28.3,28.31,28.75,27.81,1463076.0
2021-09-13,28.27,27.52,28.27,27.34,1648828.0
2021-09-14,27.45,27.01,27.91,26.9,1329839.0
2021-09-15,26.85,26.58,26.86,26.3,1502058.0
2021-09-16,26.31,26.78,26.86,26.3,1381320.0
2021-09-17,26.68,26.43,26.68,26.13,974255.0
2021-09-22,25.99,25.85,26.22,25.53,1280598.0
2021-09-23,25.93,26.34,26.81,25.93,1179724.0
2021-09-24,26.22,25.88,26.22,25.8,1013201.0
2021-09-27,25.8,25.18,25.8,24.95,1680431.0
2021-09-28,25.05,25.36,25.65,25.01,921453.0
2021-09-29,25.04,25.18,25.7,25.0,1029996.0
2021-09-30,25.4,25.44,25.75,25.26,904088.0
2021-10-08,25.58,26.16,26.29,25.44,1202751.0
2021-10-11,26.18,25.93,26.38,25.88,850601.0
2021-10-12,25.81,25.39,25.9,25.15,984220.0
2021-10-13,25.26,25.43,25.58,25.25,611173.0
2021-10-14,25.44,25.62,25.76,25.38,674322.0
2021-10-15,25.65,25.27,25.69,25.2,719281.0
2021-10-18,25.28,24.82,25.3,24.56,1108911.0
2021-10-19,24.7,25.01,25.36,24.61,1052836.0
2021-10-20,25.0,24.8,25.24,24.7,899871.0
2021-10-21,24.75,24.56,24.85,24.46,1042760.0
2021-10-22,24.42,25.16,25.5,24.42,1446452.0
2021-10-25,24.98,24.87,24.98,24.56,878759.0
2021-10-26,24.8,24.66,25.09,24.53,900806.0
2021-10-27,24.67,24.14,24.74,24.06,1135294.0
2021-10-28,24.01,22.86,24.03,22.85,1867442.0
2021-10-29,22.44,22.96,23.45,22.44,1328348.0
2021-11-01,22.88,23.06,23.3,22.49,977550.0
2021-11-02,23.07,22.41,23.16,22.22,1275013.0
2021-11-03,22.41,22.55,22.58,21.97,1185375.0
2021-11-04,22.43,22.61,22.77,22.25,928102.0
2021-11-05,22.59,23.0,23.2,22.38,1567988.0
2021-11-08,23.01,22.76,23.26,22.73,824564.0
2021-11-09,22.6,22.19,22.68,22.11,1305078.0
2021-11-10,22.04,21.78,22.1,21.51,1438255.0
2021-11-11,21.74,22.56,22.56,21.61,1687343.0
2021-11-12,22.38,22.17,22.39,21.98,995901.0
2021-11-15,22.27,22.19,22.45,22.11,771862.0
2021-11-16,22.3,22.01,22.44,22.0,758667.0
2021-11-17,21.96,22.07,22.16,21.7,840581.0
2021-11-18,22.0,21.72,22.0,21.7,808603.0
2021-11-19,21.66,21.9,22.0,21.41,1257622.0
2021-11-22,21.9,22.05,22.3,21.83,969523.0
2021-11-23,22.0,22.91,23.09,21.92,2233422.0
2021-11-24,23.0,22.56,23.0,22.45,1209785.0
2021-11-25,22.55,22.73,22.89,22.21,1141548.0
2021-11-26,22.59,22.49,22.94,22.44,905427.0
2021-11-29,22.01,22.07,22.17,21.9,834448.0
2021-11-30,22.07,21.9,22.22,21.88,742530.0
2021-12-01,21.89,22.05,22.08,21.81,583552.0
2021-12-02,21.88,22.36,22.59,21.75,1379479.0
2021-12-03,22.34,22.45,22.55,22.06,997159.0
2021-12-06,22.55,22.69,23.05,22.44,1504016.0
2021-12-07,23.1,24.25,24.45,22.91,3947906.0
2021-12-08,24.01,23.75,24.02,23.46,2632694.0
2021-12-09,23.56,23.81,24.15,23.51,1836729.0
2021-12-10,23.6,23.17,23.74,23.14,1636866.0
2021-12-13,23.66,24.12,24.72,23.65,3438033.0
2021-12-14,23.85,23.7,23.99,23.62,1490330.0
2021-12-15,23.68,23.61,23.93,23.6,902657.0
2021-12-16,23.59,23.89,23.9,23.38,1051962.0
2021-12-17,24.0,23.54,24.28,23.54,1161498.0
2021-12-20,23.5,23.15,23.5,23.11,934363.0
2021-12-21,23.12,23.43,23.53,23.1,695688.0
2021-12-22,23.55,23.21,23.55,23.13,654164.0
2021-12-23,23.23,23.52,23.52,22.84,1014700.0
2021-12-24,23.4,23.36,23.77,23.28,803015.0
2021-12-27,23.36,23.51,23.74,23.19,651199.0
2021-12-28,23.58,23.75,24.0,23.58,887067.0
2021-12-29,23.77,23.35,23.86,23.33,678216.0
2021-12-30,23.22,23.14,23.3,23.1,743898.0
2021-12-31,23.18,22.8,23.27,22.72,977087.0
