Date,Open,Close,High,Low,Volume
2021-01-04,1999.98,1997.0,2004.99,1983.81,43514.0
2021-01-05,1990.0,2059.45,2059.45,1982.46,52116.0
2021-01-06,2064.8,2100.0,2125.0,2036.03,47410.0
2021-01-07,2097.0,2140.0,2140.0,2075.0,37931.0
2021-01-08,2142.0,2090.0,2150.88,2063.02,53862.0
2021-01-11,2090.0,2099.73,2150.5,2058.6,51080.0
2021-01-12,2088.0,2160.9,2160.9,2085.0,41059.0
2021-01-13,2164.0,2164.0,2173.33,2135.0,34390.0
2021-01-14,2156.0,2134.0,2163.0,2116.11,36152.0
2021-01-15,2115.0,2082.0,2134.35,2029.0,59509.0
2021-01-18,2061.06,2063.0,2091.48,2040.27,39144.0
2021-01-19,2073.11,2009.41,2096.3,2006.85,46345.0
2021-01-20,2008.0,2040.63,2055.49,1982.5,45082.0
2021-01-21,2048.0,2070.0,2090.02,2041.0,38310.0
2021-01-22,2069.0,2079.95,2100.0,2060.1,29248.0
2021-01-25,2083.0,2175.0,2179.5,2083.0,55957.0
2021-01-26,2185.0,2141.89,2187.0,2125.11,31747.0
2021-01-27,2141.89,2089.0,2141.89,2085.0,37120.0
2021-01-28,2080.0,2088.0,2109.66,2060.02,35129.0
2021-01-29,2101.19,2116.18,2149.48,2090.22,33701.0
2021-02-01,2130.0,2109.32,2160.0,2095.0,29341.0
2021-02-02,2112.22,2145.0,2149.99,2102.1,34582.0
2021-02-03,2150.0,2189.91,2198.27,2140.0,38714.0
2021-02-04,2191.0,2320.85,2330.0,2191.0,63851.0
2021-02-05,2325.0,2313.0,2364.6,2291.0,39729.0
2021-02-08,2337.0,2368.8,2378.88,2313.0,35786.0
2021-02-09,2368.8,2456.43,2456.43,2350.0,33297.0
2021-02-10,2485.0,2601.0,2601.2,2485.0,61371.0
2021-02-18,2587.98,2471.0,2627.88,2465.0,65912.0
2021-02-19,2451.16,2460.0,2496.66,2381.6,59385.0
2021-02-22,2455.0,2288.02,2455.0,2278.22,78935.0
2021-02-23,2265.14,2307.0,2344.89,2265.0,57455.0
2021-02-24,2307.99,2189.0,2318.0,2160.5,82116.0
2021-02-25,2209.0,2150.0,2224.5,2121.21,59726.0
2021-02-26,2100.0,2122.78,2179.95,2067.3,66525.0
2021-03-01,2179.0,2158.0,2179.0,2120.0,44916.0
2021-03-02,2180.0,2058.0,2180.0,2033.0,70765.0
2021-03-03,2040.0,2140.0,2149.77,2033.0,54215.0
2021-03-04,2095.0,2033.0,2096.0,2010.1,65088.0
2021-03-05,2000.0,2060.11,2095.0,1988.0,63779.0
2021-03-08,2074.96,1960.0,2085.0,1960.0,63100.0
2021-03-09,1955.0,1936.99,2000.0,1900.18,82266.0
2021-03-10,1977.0,1970.01,1999.87,1967.0,51172.0
2021-03-11,1975.0,2048.0,2079.99,1961.48,56769.0
2021-03-12,2070.0,2026.0,2077.0,2002.01,40323.0
2021-03-15,2050.0,1975.45,2069.8,1951.15,62485.0
2021-03-16,1974.93,2010.5,2019.99,1965.0,34649.0
2021-03-17,2000.0,2030.36,2050.0,1976.01,31375.0
2021-03-18,2035.0,2069.7,2086.36,2035.0,33865.0
2021-03-19,2035.0,2010.0,2043.0,1992.23,35781.0
2021-03-22,2000.1,1989.99,2026.09,1955.55,36914.0
2021-03-23,1998.88,1996.0,2008.8,1970.0,27446.0
2021-03-24,1981.0,1989.0,2013.0,1981.0,29357.0
2021-03-25,1970.01,1971.0,1988.88,1946.8,31575.0
2021-03-26,1985.0,2013.0,2022.0,1958.0,50016.0
2021-03-29,2043.2,2034.1,2096.35,2026.15,56992.0
2021-03-30,2040.0,2056.05,2086.0,2035.08,32627.0
2021-03-31,2045.1,2009.0,2046.02,2000.0,37154.0
2021-04-01,2021.0,2044.5,2046.8,2001.22,26588.0
2021-04-02,2056.0,2162.0,2165.0,2056.0,52028.0
2021-04-06,2161.0,2126.03,2161.98,2102.3,32742.0
2021-04-07,2104.06,2061.0,2117.3,2050.0,40201.0
2021-04-08,2047.03,2070.0,2079.0,2044.0,28548.0
2021-04-09,2042.0,2020.0,2054.0,2005.01,28809.0
2021-04-12,2011.0,2008.89,2030.0,1991.7,31943.0
2021-04-13,2020.0,2021.0,2049.8,2009.0,28992.0
2021-04-14,2035.0,2047.0,2048.0,2016.0,24115.0
2021-04-15,2030.9,2015.6,2046.9,1990.0,34366.0
2021-04-16,2025.08,2054.98,2068.0,2012.0,30294.0
2021-04-19,2055.0,2088.0,2098.36,2033.0,31754.0
2021-04-20,2071.1,2094.8,2129.0,2070.0,28290.0
2021-04-21,2076.0,2080.0,2097.8,2065.1,26150.0
2021-04-22,2089.9,2055.5,2099.0,2051.5,26850.0
2021-04-23,2055.97,2108.94,2119.88,2052.5,33463.0
2021-04-26,2132.0,2077.82,2135.0,2073.6,34045.0
2021-04-27,2087.08,2094.44,2095.25,2065.09,22108.0
2021-04-28,2010.0,2042.0,2047.5,2003.0,81343.0
2021-04-29,2047.04,2026.36,2049.94,2014.0,41284.0
2021-04-30,2026.0,2006.78,2036.0,2003.71,38401.0
2021-05-06,2000.0,1959.0,2006.84,1953.0,53546.0
2021-05-07,1965.0,1903.0,1967.98,1901.0,52493.0
2021-05-10,1900.0,1879.03,1909.0,1866.01,46003.0
2021-05-11,1876.0,1959.0,1966.0,1873.3,42494.0
2021-05-12,1949.08,1984.0,1999.0,1949.0,32699.0
2021-05-13,1965.75,1971.5,1985.05,1953.0,25078.0
2021-05-14,1982.0,2009.85,2030.5,1976.0,35611.0
2021-05-17,2025.1,2057.96,2085.2,2025.1,44524.0
2021-05-18,2065.0,2059.31,2077.0,2045.06,17504.0
2021-05-19,2059.0,2049.0,2074.81,2040.0,22410.0
2021-05-20,2074.0,2058.88,2074.1,2045.36,21857.0
2021-05-21,2055.08,2042.1,2079.88,2037.02,24248.0
2021-05-24,2051.0,2071.29,2080.06,2031.0,32548.0
2021-05-25,2085.0,2194.5,2200.1,2085.0,67757.0
2021-05-26,2207.98,2220.0,2241.8,2193.08,38604.0
2021-05-27,2211.02,2245.0,2320.0,2201.1,45373.0
2021-05-28,2240.97,2230.0,2250.0,2205.51,25807.0
2021-05-31,2215.5,2218.0,2218.35,2172.0,31739.0
2021-06-01,2222.0,2240.95,2248.95,2206.0,30616.0
2021-06-02,2250.0,2222.0,2264.0,2208.18,22863.0
2021-06-03,2220.0,2222.22,2260.34,2210.08,23450.0
2021-06-04,2215.0,2251.5,2288.0,2214.04,31422.0
2021-06-07,2265.0,2271.0,2279.0,2240.01,25466.0
2021-06-08,2260.0,2191.0,2279.99,2161.15,47314.0
2021-06-09,2192.0,2199.5,2214.0,2160.11,25502.0
2021-06-10,2195.0,2238.48,2251.37,2190.08,25567.0
2021-06-11,2239.0,2178.81,2244.0,2178.81,33971.0
2021-06-15,2195.1,2193.0,2208.88,2148.0,29361.0
2021-06-16,2192.0,2158.0,2195.0,2148.0,27593.0
2021-06-17,2155.65,2156.91,2188.0,2144.36,21068.0
2021-06-18,2147.0,2090.94,2156.5,2065.0,54028.0
2021-06-21,2085.0,2081.64,2099.69,2050.0,35488.0
