Date,Open,Close,High,Low,Volume
2021-07-07,117.0,118.9,119.15,115.77,281176.0
2021-07-08,119.33,119.9,123.66,119.16,252156.0
2021-07-09,123.26,124.65,125.63,119.31,347375.0
2021-07-12,126.03,127.42,131.8,125.64,390209.0
2021-07-13,127.42,126.35,129.53,124.9,240314.0
2021-07-14,127.9,125.4,128.15,124.1,163713.0
2021-07-15,126.41,129.45,131.6,125.9,262129.0
2021-07-16,131.0,124.89,131.56,124.24,253677.0
2021-07-19,125.95,124.55,126.27,122.2,179229.0
2021-07-20,121.8,120.42,121.8,118.18,260281.0
2021-07-21,121.88,121.78,122.9,120.25,199925.0
2021-07-22,122.66,122.6,125.49,121.67,207849.0
2021-07-23,123.2,118.9,124.39,118.8,232451.0
2021-07-26,120.5,117.18,121.5,113.99,209480.0
2021-07-27,118.65,111.94,119.0,111.76,245397.0
2021-07-28,111.0,108.85,111.94,107.23,307527.0
2021-07-29,111.8,114.52,115.0,108.35,330381.0
2021-07-30,116.5,113.72,116.6,111.58,284852.0
2021-08-02,112.88,119.99,120.5,112.51,319900.0
2021-08-03,120.5,120.6,121.38,116.73,222121.0
2021-08-04,119.01,119.17,120.59,116.98,174466.0
2021-08-05,118.35,115.75,118.35,114.32,215172.0
2021-08-06,116.49,112.5,116.49,111.73,229406.0
2021-08-09,112.88,114.32,115.49,111.5,201604.0
2021-08-10,113.01,113.78,114.4,111.68,182312.0
2021-08-11,114.01,112.6,115.99,112.2,158706.0
2021-08-12,112.9,110.08,113.2,109.35,233964.0
2021-08-13,110.6,113.5,115.0,110.08,264387.0
2021-08-16,114.67,114.6,116.46,112.22,290854.0
2021-08-17,114.78,111.01,115.74,110.6,209880.0
2021-08-18,111.1,109.65,111.79,108.39,145752.0
2021-08-19,109.03,106.98,109.03,105.75,264599.0
2021-08-20,106.98,104.86,107.78,101.7,277955.0
2021-08-23,104.86,106.1,106.91,104.07,176267.0
2021-08-24,106.12,106.98,107.68,105.35,190082.0
2021-08-25,107.7,106.11,107.7,104.45,204570.0
2021-08-26,106.28,106.58,108.79,104.5,201551.0
2021-08-27,106.0,104.7,106.34,104.1,201678.0
2021-08-30,105.11,106.86,108.37,105.08,209560.0
2021-08-31,108.44,106.7,108.98,104.85,197367.0
2021-09-01,107.4,107.0,107.53,104.27,220596.0
2021-09-02,106.0,105.1,107.22,104.6,241024.0
2021-09-03,105.46,102.85,105.5,102.01,234843.0
2021-09-06,102.09,104.59,105.16,102.09,189838.0
2021-09-07,104.5,107.03,107.55,103.18,227362.0
2021-09-08,106.0,108.42,109.68,105.6,260922.0
2021-09-09,107.83,105.6,109.48,104.48,235100.0
2021-09-10,105.6,105.15,106.49,104.7,147515.0
2021-09-13,105.49,115.67,115.67,105.15,556707.0
2021-09-14,116.8,112.22,117.33,111.83,410018.0
2021-09-15,112.2,110.61,112.22,106.82,330456.0
2021-09-16,111.0,111.45,115.39,110.68,306900.0
2021-09-17,111.45,112.03,112.5,109.17,163603.0
2021-09-22,110.01,111.07,111.85,107.95,142702.0
2021-09-23,111.57,107.34,112.4,107.0,195200.0
2021-09-24,107.42,104.73,107.5,104.56,227793.0
2021-09-27,104.93,103.15,105.93,102.06,220952.0
2021-09-28,103.37,105.85,106.37,102.65,171619.0
2021-09-29,105.13,106.21,107.59,103.68,175147.0
2021-09-30,106.22,106.75,107.32,105.19,130730.0
2021-10-08,108.98,107.34,109.18,106.31,132488.0
2021-10-11,107.63,106.2,108.85,105.55,117911.0
2021-10-12,106.33,104.63,106.33,104.0,123773.0
2021-10-13,104.68,103.63,105.37,102.81,130808.0
2021-10-14,103.63,104.96,106.75,103.63,117633.0
2021-10-15,104.0,104.97,105.62,103.8,107934.0
2021-10-18,105.54,104.74,106.23,102.91,126996.0
2021-10-19,105.04,108.86,110.92,105.0,339396.0
2021-10-20,110.0,108.09,113.8,107.9,318395.0
2021-10-21,109.0,111.75,112.66,108.66,267661.0
2021-10-22,111.99,111.03,112.54,109.65,156189.0
2021-10-25,110.55,110.62,111.99,109.12,161650.0
2021-10-26,111.68,109.26,112.0,109.02,128855.0
2021-10-27,109.26,105.9,109.27,105.28,192438.0
2021-10-28,106.34,104.5,106.87,103.68,177830.0
2021-10-29,104.5,105.47,105.77,103.99,148894.0
2021-11-01,105.1,104.4,106.61,103.86,171467.0
2021-11-02,104.4,103.98,105.0,102.18,223863.0
2021-11-03,103.6,102.57,103.78,101.88,172136.0
2021-11-04,102.9,103.28,103.76,102.03,122517.0
2021-11-05,103.22,100.56,103.6,100.0,272589.0
2021-11-08,99.88,100.49,101.55,98.08,142571.0
2021-11-09,100.5,96.66,100.98,95.92,312778.0
2021-11-10,96.01,97.34,97.43,93.4,223821.0
2021-11-11,96.03,98.88,99.22,95.51,146258.0
2021-11-12,99.0,98.52,99.3,97.19,106583.0
2021-11-15,98.49,97.52,99.05,95.86,126827.0
2021-11-16,97.85,97.25,98.28,96.88,86405.0
2021-11-17,97.2,98.41,99.5,97.16,122053.0
2021-11-18,98.68,97.6,98.8,97.5,92495.0
2021-11-19,97.88,100.24,101.11,97.63,144446.0
2021-11-22,100.24,100.0,100.65,98.85,112661.0
2021-11-23,100.0,98.8,100.0,98.3,131945.0
2021-11-24,99.09,98.27,99.09,97.57,86452.0
2021-11-25,97.82,96.98,98.18,96.77,116298.0
2021-11-26,96.44,96.44,97.9,96.01,89910.0
2021-11-29,94.8,95.0,96.44,94.5,174114.0
2021-11-30,94.9,95.75,96.28,94.6,119080.0
2021-12-01,95.88,95.0,96.7,94.5,119370.0
2021-12-02,94.68,95.19,96.25,94.1,127699.0
2021-12-03,94.81,95.02,95.3,93.56,117382.0
2021-12-06,95.3,97.67,100.5,95.3,234683.0
2021-12-07,98.49,99.5,100.28,97.53,205625.0
2021-12-08,100.6,100.0,100.98,99.09,151526.0
2021-12-09,100.0,102.85,103.38,99.55,239412.0
2021-12-10,102.0,102.6,103.76,101.36,162424.0
2021-12-13,104.6,106.8,111.56,104.6,473739.0
2021-12-14,106.0,104.7,107.2,103.54,177694.0
2021-12-15,104.51,103.18,105.88,102.83,131407.0
2021-12-16,103.96,103.99,104.4,103.0,93554.0
2021-12-17,104.35,103.15,105.77,103.05,108493.0
2021-12-20,102.27,100.9,103.14,100.31,145505.0
2021-12-21,100.4,101.75,102.66,100.39,87601.0
2021-12-22,101.8,101.5,102.21,100.28,89042.0
2021-12-23,101.68,102.64,102.92,101.36,78870.0
2021-12-24,102.88,101.25,102.97,100.6,72930.0
2021-12-27,101.9,101.65,102.19,101.07,61599.0
2021-12-28,101.08,101.88,102.3,100.88,68757.0
2021-12-29,102.3,101.89,102.55,100.7,77945.0
2021-12-30,101.89,100.72,101.91,99.15,122423.0
2021-12-31,100.72,101.0,101.66,99.9,89415.0
