Date,Open,Close,High,Low,Volume
2022-01-04,22.79,22.8,22.89,22.52,770091.0
2022-01-05,22.81,23.08,23.29,22.66,1275574.0
2022-01-06,22.91,23.85,24.1,22.86,2285160.0
2022-01-07,23.77,24.81,25.11,23.75,3204666.0
2022-01-10,25.2,24.86,25.31,24.41,1600713.0
2022-01-11,24.95,24.52,25.15,24.42,1407033.0
2022-01-12,24.52,24.49,24.64,24.02,1082694.0
2022-01-13,24.42,23.92,24.61,23.87,1053381.0
2022-01-14,23.88,23.38,23.88,23.33,950403.0
2022-01-17,23.31,23.42,23.5,23.09,762110.0
2022-01-18,23.26,23.54,23.8,23.08,1182798.0
2022-01-19,23.77,24.35,24.5,23.68,1967515.0
2022-01-20,24.35,24.25,24.6,23.73,1275798.0
2022-01-21,24.05,23.18,24.07,23.1,1595809.0
