Date,Open,Close,High,Low,Volume
2021-06-28,20.21,19.95,20.37,19.84,694424.0
2021-06-29,19.94,20.14,20.61,19.92,1025599.0
2021-06-30,20.1,20.7,20.88,20.01,1060179.0
2021-07-01,20.9,20.04,20.96,19.95,804193.0
2021-07-02,20.05,20.62,21.46,19.82,1651024.0
2021-07-05,20.8,22.68,22.68,20.79,3189082.0
2021-07-06,22.63,23.34,23.65,22.22,3223543.0
2021-07-07,22.9,25.13,25.59,22.59,3054077.0
2021-07-08,25.98,27.0,27.64,25.94,4159094.0
2021-07-09,27.2,29.7,29.7,26.85,2992143.0
2021-07-12,31.8,32.67,32.67,30.97,3552030.0
2021-07-13,32.8,33.07,33.66,31.8,3047478.0
2021-07-14,32.5,32.3,34.5,31.88,2515901.0
2021-07-15,32.38,35.53,35.53,30.51,3246488.0
2021-07-16,34.5,33.9,36.2,33.65,3260307.0
2021-07-19,33.5,34.7,36.6,33.3,2734617.0
2021-07-20,34.0,35.99,36.66,33.93,1938029.0
2021-07-21,36.04,39.59,39.59,35.33,2542071.0
2021-07-22,40.37,40.59,41.69,38.7,2485135.0
2021-07-23,39.91,39.4,41.45,38.53,1998493.0
2021-07-26,39.07,41.0,41.2,37.2,2136220.0
2021-07-27,40.9,40.36,45.0,38.17,2759240.0
2021-07-28,39.49,39.42,41.93,37.68,2046438.0
2021-07-29,40.91,43.36,43.36,40.59,1949155.0
2021-07-30,44.36,47.7,47.7,43.66,2261767.0
2021-08-02,50.12,48.8,51.46,45.18,3182531.0
2021-08-03,47.43,44.86,48.97,43.92,2598873.0
2021-08-04,44.81,48.66,49.3,43.55,2648586.0
2021-08-05,47.1,47.58,51.27,45.32,2574278.0
2021-08-06,48.0,47.97,49.73,46.61,2127815.0
2021-08-09,46.5,45.64,46.57,43.93,2298412.0
2021-08-10,44.3,44.88,47.25,43.1,2364944.0
2021-08-11,44.88,46.19,47.61,43.81,2457404.0
2021-08-12,45.18,44.7,46.6,44.0,1710700.0
2021-08-13,44.1,45.17,46.87,43.6,2234115.0
2021-08-16,42.4,40.65,42.4,40.65,2823262.0
2021-08-17,41.0,39.49,41.38,38.22,2780996.0
2021-08-18,39.49,40.18,41.16,38.93,2133854.0
2021-08-19,39.4,41.28,42.3,39.03,2225242.0
2021-08-20,40.91,42.9,43.95,40.69,2317536.0
2021-08-23,43.09,46.99,47.19,41.59,2870112.0
2021-08-24,46.38,47.44,50.12,46.05,2370205.0
2021-08-25,46.89,47.43,48.44,45.82,1697909.0
2021-08-26,46.44,48.04,49.35,45.82,1862097.0
2021-08-27,49.77,49.07,51.4,48.35,2599711.0
2021-08-30,48.88,52.75,53.61,48.67,2150914.0
2021-08-31,52.74,58.03,58.03,52.1,2247931.0
2021-09-01,59.5,53.58,61.49,52.47,3113485.0
2021-09-02,53.0,55.38,56.84,52.2,1875328.0
2021-09-03,53.7,51.43,56.0,49.84,2370789.0
2021-09-06,50.8,52.75,53.8,48.1,2077997.0
2021-09-07,52.2,57.32,57.8,51.4,2173357.0
2021-09-08,56.85,56.11,58.61,55.6,1678837.0
2021-09-09,56.05,59.56,59.84,56.0,1676364.0
2021-09-10,59.56,61.01,61.4,58.44,1638463.0
2021-09-13,60.47,58.62,62.1,56.5,1605849.0
2021-09-14,57.79,57.47,59.49,55.91,1233331.0
2021-09-15,57.5,55.5,58.68,55.0,1255182.0
2021-09-16,56.0,53.15,56.58,53.15,1473767.0
2021-09-17,53.47,49.79,53.99,47.84,2198704.0
2021-09-22,49.75,50.15,51.75,49.32,1134611.0
2021-09-23,50.42,50.95,52.86,49.46,1620838.0
2021-09-24,52.27,49.11,54.0,48.39,2146644.0
2021-09-27,47.9,44.2,47.95,44.2,2112632.0
2021-09-28,43.99,44.27,44.67,42.8,1373171.0
2021-09-29,43.5,41.45,44.58,40.92,1476130.0
2021-09-30,42.67,44.27,44.65,41.92,1224457.0
2021-10-08,46.03,44.23,46.4,43.9,1116025.0
2021-10-11,44.25,44.7,45.39,41.6,981347.0
2021-10-12,44.3,42.35,44.66,41.16,1100714.0
2021-10-13,43.35,45.01,45.92,42.41,1141148.0
2021-10-14,44.38,44.07,45.4,43.82,823999.0
2021-10-15,44.42,45.17,45.46,43.45,938648.0
2021-10-18,45.5,45.28,45.75,43.59,1089861.0
2021-10-19,44.77,43.93,44.77,42.8,1262265.0
2021-10-20,43.0,45.9,46.7,42.5,1723686.0
2021-10-21,46.5,49.4,49.96,45.55,2424302.0
2021-10-22,49.4,47.92,50.5,47.64,1704940.0
2021-10-25,48.56,52.06,52.5,47.21,1877586.0
2021-10-26,52.1,53.95,54.95,51.2,1982478.0
2021-10-27,53.36,54.26,55.0,53.0,1394315.0
2021-10-28,54.07,50.85,54.9,49.98,1949863.0
2021-10-29,50.94,50.6,52.1,49.74,1357425.0
2021-11-01,50.33,45.94,50.58,45.74,2479377.0
2021-11-02,45.98,44.9,46.43,44.01,1614816.0
2021-11-03,44.9,45.63,46.46,43.54,1628151.0
2021-11-04,45.68,47.0,47.19,44.9,1356714.0
2021-11-05,46.99,46.49,48.2,46.36,1412204.0
2021-11-08,46.5,50.73,50.99,45.9,1888065.0
2021-11-09,50.72,50.24,51.15,49.8,1100424.0
2021-11-10,49.95,48.98,51.04,47.47,1421343.0
2021-11-11,48.3,48.2,48.78,46.58,1181401.0
2021-11-12,48.1,48.6,50.36,48.09,1214276.0
2021-11-15,48.0,46.01,48.1,45.27,1322204.0
2021-11-16,45.45,45.26,46.45,44.98,874294.0
2021-11-17,45.33,47.61,47.93,45.33,1241350.0
2021-11-18,47.05,48.25,49.78,46.23,1405617.0
2021-11-19,47.92,47.49,48.48,47.02,990568.0
2021-11-22,47.0,50.35,50.97,47.0,1785666.0
2021-11-23,52.87,50.58,53.66,50.47,2167600.0
2021-11-24,50.9,54.2,54.31,50.6,2407920.0
2021-11-25,54.19,54.15,56.15,53.05,1870563.0
2021-11-26,53.42,56.46,57.34,53.34,1706245.0
2021-11-29,55.3,56.04,56.4,54.02,1345234.0
2021-11-30,56.3,53.82,56.49,53.65,1377154.0
2021-12-01,53.4,52.81,54.43,52.3,993159.0
2021-12-02,53.0,55.65,56.45,52.29,1635604.0
2021-12-03,54.68,53.96,54.88,53.1,1092174.0
2021-12-06,53.14,52.06,54.39,52.0,1142607.0
2021-12-07,52.4,51.86,53.19,49.81,1130800.0
2021-12-08,51.49,52.47,52.65,51.17,753132.0
2021-12-09,52.43,52.3,53.49,51.75,734512.0
2021-12-10,51.76,52.25,53.1,51.6,743531.0
2021-12-13,52.3,53.48,53.49,50.72,1139635.0
2021-12-14,53.02,50.92,53.36,50.52,1176386.0
2021-12-15,50.2,49.12,51.43,48.31,1467197.0
2021-12-16,49.05,50.16,50.2,48.12,930529.0
2021-12-17,49.71,48.25,50.1,48.15,889618.0
2021-12-20,48.98,48.7,50.43,48.2,1033477.0
2021-12-21,48.56,47.27,48.56,47.0,929193.0
2021-12-22,47.53,46.81,47.86,46.35,872250.0
2021-12-23,47.5,47.01,47.97,46.86,842636.0
2021-12-24,47.01,44.2,47.01,43.7,1350918.0
2021-12-27,44.17,43.81,44.76,42.68,903300.0
2021-12-28,44.0,46.22,46.28,43.62,1271884.0
2021-12-29,46.0,45.66,46.7,45.6,797073.0
2021-12-30,45.99,45.78,46.95,45.65,718247.0
2021-12-31,45.68,45.8,46.35,45.25,583443.0
