Date,Open,Close,High,Low,Volume
2020-07-30,68.1,67.07,69.38,66.68,328917.0
2020-07-31,67.09,67.59,69.8,66.8,247656.0
2020-08-03,67.49,67.6,67.68,65.0,281444.0
2020-08-04,67.61,66.89,68.8,66.48,182130.0
2020-08-05,66.25,68.5,68.5,66.25,193859.0
2020-08-06,69.2,69.7,70.65,68.01,260833.0
2020-08-07,69.11,67.57,69.58,66.23,205138.0
2020-08-10,67.5,66.9,67.5,65.19,163025.0
2020-08-11,67.5,66.7,68.65,66.5,147900.0
2020-08-12,66.45,64.44,66.98,63.42,225759.0
2020-08-13,64.43,65.95,67.3,64.43,192019.0
2020-08-14,66.6,67.48,68.16,66.57,114244.0
2020-08-17,68.41,67.19,68.5,66.5,224431.0
2020-08-18,67.8,68.99,69.18,65.81,206635.0
2020-08-19,68.44,67.66,68.62,67.31,139854.0
2020-08-20,65.4,68.8,69.17,65.05,224652.0
2020-08-21,68.97,69.2,69.47,67.67,128557.0
2020-08-24,69.26,71.2,72.11,69.26,243985.0
2020-08-25,71.55,69.56,71.97,69.19,176109.0
2020-08-26,69.63,69.32,69.97,68.57,112645.0
2020-08-27,70.01,70.34,70.8,68.6,127657.0
2020-08-28,70.4,74.56,75.6,69.93,261376.0
2020-08-31,74.97,73.29,75.3,73.08,178608.0
2020-09-01,72.62,74.26,74.33,72.3,117141.0
2020-09-02,74.6,73.5,74.95,72.6,121115.0
2020-09-03,74.11,75.8,77.29,73.78,210624.0
2020-09-04,73.93,77.5,78.05,73.2,195955.0
2020-09-07,77.22,72.88,78.17,71.6,263971.0
2020-09-08,72.49,73.68,73.85,69.6,223940.0
2020-09-09,71.2,69.7,71.39,68.02,217636.0
2020-09-10,70.64,71.8,73.25,69.5,180926.0
2020-09-11,71.3,72.15,72.8,70.25,152010.0
2020-09-14,72.88,74.08,74.85,72.36,175025.0
2020-09-15,74.3,75.4,76.05,73.0,135501.0
2020-09-16,75.0,75.28,76.45,74.9,115647.0
2020-09-17,76.0,75.9,76.97,74.3,155452.0
2020-09-18,74.96,74.99,76.93,74.3,206957.0
2020-09-21,75.6,76.0,76.36,74.8,129710.0
2020-09-22,74.5,72.01,75.23,72.0,204628.0
2020-09-23,72.44,71.1,73.06,70.38,161367.0
2020-09-24,71.04,69.59,71.04,69.31,130867.0
2020-09-25,71.71,69.03,71.71,68.7,137351.0
2020-09-28,69.4,70.32,70.92,69.01,121414.0
2020-09-29,70.85,70.34,71.59,70.32,110822.0
2020-09-30,70.32,69.3,70.98,68.7,135117.0
2020-10-09,71.0,72.2,72.48,70.45,141667.0
2020-10-12,72.5,77.2,77.55,72.5,208909.0
2020-10-13,77.0,79.1,81.11,76.38,185673.0
2020-10-14,79.79,80.15,81.18,79.46,157264.0
2020-10-15,80.14,79.57,81.07,79.24,135585.0
2020-10-16,79.8,79.6,80.78,78.32,126840.0
2020-10-19,80.48,79.3,81.8,78.62,140784.0
2020-10-20,78.95,79.9,80.08,78.78,87640.0
2020-10-21,80.2,79.12,80.8,78.63,98342.0
2020-10-22,79.59,78.41,79.8,77.6,82232.0
2020-10-23,77.66,78.7,80.88,76.83,196350.0
2020-10-26,77.97,76.5,78.69,74.9,166454.0
2020-10-27,77.06,77.59,78.65,76.8,113671.0
2020-10-28,80.0,82.3,82.95,79.4,260924.0
2020-10-29,81.55,78.45,82.3,77.89,283635.0
2020-10-30,78.27,78.49,81.2,78.05,169773.0
2020-11-02,78.7,79.58,80.68,77.77,157377.0
2020-11-03,80.89,80.05,80.98,78.8,123570.0
2020-11-04,79.18,83.13,83.16,79.18,178669.0
2020-11-05,83.45,83.55,84.7,81.8,161085.0
2020-11-06,84.55,85.86,87.22,83.06,210338.0
2020-11-09,87.1,87.4,88.88,85.17,201445.0
2020-11-10,88.28,90.24,91.88,87.5,223334.0
2020-11-11,90.0,88.5,90.87,88.09,151695.0
2020-11-12,89.07,90.48,90.6,88.54,128139.0
2020-11-13,89.02,87.9,90.0,86.22,212055.0
2020-11-16,88.98,91.95,92.71,87.12,228630.0
2020-11-17,91.25,90.39,92.16,89.0,169590.0
2020-11-18,90.07,90.39,92.95,89.0,185968.0
2020-11-19,89.5,89.49,90.0,86.82,140040.0
2020-11-20,89.4,90.6,91.4,89.25,96553.0
2020-11-23,91.18,89.41,93.33,88.79,228038.0
2020-11-24,89.93,87.25,89.93,85.66,291738.0
2020-11-25,88.83,84.18,88.83,84.06,204509.0
2020-11-26,83.7,82.1,84.2,80.08,348682.0
2020-11-27,83.0,83.88,85.49,82.2,253162.0
2020-11-30,83.0,81.2,84.2,81.2,217217.0
2020-12-01,81.77,84.0,84.23,81.22,189123.0
2020-12-02,83.5,82.96,84.24,82.0,121043.0
2020-12-03,83.28,83.15,83.82,81.9,121717.0
2020-12-04,83.33,84.36,85.45,82.93,140837.0
2020-12-07,84.1,83.24,84.5,82.2,130859.0
2020-12-08,83.25,82.99,84.88,82.71,117957.0
2020-12-09,83.1,82.6,83.99,82.27,85375.0
2020-12-10,81.88,82.12,83.5,81.29,115309.0
2020-12-11,82.15,81.82,84.07,81.0,141719.0
2020-12-14,81.66,80.26,82.15,79.79,183228.0
2020-12-15,80.73,84.09,84.35,80.3,211774.0
2020-12-16,84.43,86.35,86.7,84.43,179928.0
2020-12-17,86.45,85.95,87.9,85.44,168853.0
2020-12-18,85.96,87.1,88.2,85.96,158250.0
2020-12-21,86.9,88.82,88.94,85.82,157956.0
2020-12-22,87.85,85.98,88.37,85.81,178547.0
2020-12-23,86.08,86.96,88.3,85.5,143077.0
2020-12-24,87.48,88.6,88.82,86.06,158654.0
2020-12-25,87.7,91.21,91.74,86.7,196569.0
2020-12-28,90.89,88.0,91.72,87.57,208185.0
2020-12-29,88.38,89.35,90.63,88.07,163197.0
2020-12-30,89.08,91.22,91.28,89.0,123826.0
2020-12-31,89.88,91.04,91.48,88.7,213631.0
