Date,Open,Close,High,Low,Volume
2020-01-02,56.5,55.89,57.6,55.69,213379.0
2020-01-03,55.9,56.94,57.76,55.9,177848.0
2020-01-06,56.7,55.2,57.35,53.65,274945.0
2020-01-07,55.2,54.78,55.99,54.59,200630.0
2020-01-08,54.82,54.25,54.99,53.8,167528.0
2020-01-09,54.67,55.36,55.56,54.0,127669.0
2020-01-10,55.36,54.36,55.47,53.53,187824.0
2020-01-13,54.49,54.4,54.6,53.35,144255.0
2020-01-14,54.55,55.07,55.86,54.55,183043.0
2020-01-15,55.0,53.96,55.03,53.57,126227.0
2020-01-16,54.34,54.11,55.13,53.9,97108.0
2020-01-17,54.26,53.92,54.4,53.66,76582.0
2020-01-20,54.11,54.53,54.9,53.88,112633.0
2020-01-21,54.71,53.78,54.78,52.89,155823.0
2020-01-22,53.4,53.92,54.17,53.02,112027.0
2020-01-23,53.8,51.91,53.8,50.92,240974.0
2020-02-03,46.72,48.49,48.8,46.72,334513.0
2020-02-04,48.8,49.47,50.3,48.75,309379.0
2020-02-05,49.3,49.51,50.5,48.94,304609.0
2020-02-06,49.53,49.73,49.97,49.0,224178.0
2020-02-07,49.48,48.85,49.48,48.28,221106.0
2020-02-10,48.81,50.3,50.32,48.18,284831.0
2020-02-11,50.4,50.0,50.85,49.7,175447.0
2020-02-12,50.02,50.44,51.43,49.8,216298.0
2020-02-13,50.69,50.22,51.35,50.15,158584.0
2020-02-14,49.97,49.96,50.58,49.54,121214.0
2020-02-17,49.81,51.49,51.5,49.75,174412.0
2020-02-18,51.6,50.78,51.67,50.4,148928.0
2020-02-19,50.7,51.2,51.95,50.16,194586.0
2020-02-20,51.02,51.62,51.79,50.95,187390.0
2020-02-21,51.6,51.41,52.48,51.2,213120.0
2020-02-24,51.0,49.99,51.03,49.78,270795.0
2020-02-25,49.0,48.77,49.39,48.0,281896.0
2020-02-26,47.86,48.46,48.9,47.56,207956.0
2020-02-27,48.63,49.86,50.14,48.5,225607.0
2020-02-28,49.04,47.04,49.04,47.0,265274.0
2020-03-02,47.08,50.16,50.65,47.08,292356.0
2020-03-03,50.91,49.32,51.2,49.05,241275.0
2020-03-04,49.55,49.9,50.49,49.32,149874.0
2020-03-05,50.15,52.2,52.98,50.14,394935.0
2020-03-06,51.73,51.6,53.04,51.5,178618.0
2020-03-09,50.0,48.52,50.0,48.4,413346.0
2020-03-10,47.71,49.56,49.75,47.7,199225.0
2020-03-11,49.59,48.57,49.61,48.5,138360.0
2020-03-12,47.9,46.47,47.9,45.67,345961.0
2020-03-13,44.0,44.96,45.43,43.25,345161.0
2020-03-16,45.2,42.43,45.39,41.88,316938.0
2020-03-17,42.36,41.45,43.41,40.18,291381.0
2020-03-18,42.3,41.69,43.35,41.34,293329.0
2020-03-19,41.58,40.38,42.28,39.46,441183.0
2020-03-20,40.81,40.57,41.73,40.15,330074.0
2020-03-23,38.88,38.45,39.35,37.6,365657.0
2020-03-24,39.39,39.2,39.55,38.18,229555.0
2020-03-25,40.51,41.29,41.55,40.35,262502.0
2020-03-26,40.9,41.12,41.91,40.52,146031.0
2020-03-27,41.9,41.28,41.98,40.83,139577.0
2020-03-30,40.45,40.0,40.47,39.81,158445.0
2020-03-31,40.9,41.25,42.0,40.3,184378.0
2020-04-01,41.5,41.39,42.15,41.06,155270.0
2020-04-02,40.91,42.2,42.2,40.8,179259.0
2020-04-03,42.2,42.92,44.13,42.1,234537.0
2020-04-07,43.8,43.6,44.05,43.29,157448.0
2020-04-08,43.38,43.39,43.77,42.92,117230.0
2020-04-09,43.37,43.18,43.75,43.0,71454.0
2020-04-10,43.2,42.9,43.54,42.42,114911.0
2020-04-13,42.6,42.33,43.15,42.14,96396.0
2020-04-14,42.96,43.98,44.01,42.65,154978.0
2020-04-15,44.4,43.1,44.4,43.01,127256.0
2020-04-16,42.93,42.2,42.98,42.08,164744.0
2020-04-17,42.65,44.12,44.36,42.65,247055.0
2020-04-20,43.9,44.17,44.55,43.63,105744.0
2020-04-21,43.8,42.95,43.8,42.51,179154.0
2020-04-22,42.4,42.85,42.85,42.07,141349.0
2020-04-23,42.95,42.91,43.42,42.56,115266.0
2020-04-24,42.68,42.75,43.22,42.62,85484.0
2020-04-27,42.57,42.05,42.57,41.3,179949.0
2020-04-28,42.25,42.5,42.62,41.56,128243.0
2020-04-29,42.5,43.39,43.6,42.16,136766.0
2020-04-30,43.4,45.0,45.45,43.4,207623.0
2020-05-06,44.25,45.82,46.0,44.25,217345.0
2020-05-07,46.0,45.9,46.35,45.52,129359.0
2020-05-08,45.92,46.83,47.5,45.92,175599.0
2020-05-11,47.0,46.75,48.0,46.48,143020.0
2020-05-12,46.75,46.53,47.23,46.0,114888.0
2020-05-13,46.6,46.85,47.3,46.05,88653.0
2020-05-14,46.69,46.01,46.69,46.01,94321.0
2020-05-15,45.59,43.97,45.59,43.92,140234.0
2020-05-18,44.27,44.62,45.08,43.67,105472.0
2020-05-19,45.47,47.75,47.95,45.47,281564.0
2020-05-20,47.4,47.4,48.09,47.17,153363.0
2020-05-21,47.84,46.11,47.84,45.74,161869.0
2020-05-22,46.12,44.7,46.32,44.29,147799.0
2020-05-25,44.5,45.07,45.2,44.05,118171.0
2020-05-26,45.23,46.6,46.8,45.16,136490.0
2020-05-27,46.7,45.51,46.7,45.18,98641.0
2020-05-28,45.91,45.05,46.15,44.69,115333.0
2020-05-29,45.9,46.48,47.61,45.88,241822.0
2020-06-01,47.32,47.92,48.18,47.08,229711.0
2020-06-02,48.0,48.17,48.5,47.28,162641.0
2020-06-03,49.08,48.99,50.33,48.82,185354.0
2020-06-04,49.75,49.09,49.76,48.58,110888.0
2020-06-05,48.9,48.81,49.2,48.1,114974.0
2020-06-08,49.5,49.79,50.48,49.11,161124.0
2020-06-09,49.98,49.5,50.15,49.28,84716.0
2020-06-10,49.51,49.16,50.17,48.88,101386.0
2020-06-11,49.0,49.0,49.75,48.57,106085.0
2020-06-12,48.0,48.5,48.59,47.32,149513.0
2020-06-15,48.03,47.16,48.34,47.11,146050.0
2020-06-16,47.84,48.25,48.54,47.8,112604.0
2020-06-17,48.24,47.82,48.39,47.39,96866.0
2020-06-18,47.6,48.6,48.75,47.56,119599.0
2020-06-19,48.5,48.94,49.34,48.37,157486.0
2020-06-22,48.94,48.55,49.09,47.67,169744.0
2020-06-23,48.51,48.02,48.66,47.85,132153.0
2020-06-24,48.14,50.02,50.7,48.14,255758.0
2020-06-29,50.02,49.18,50.05,48.5,171563.0
2020-06-30,49.5,49.99,50.07,49.3,122866.0
2020-07-01,50.0,52.05,52.4,49.8,242430.0
2020-07-02,51.8,54.26,54.77,51.71,337710.0
2020-07-03,54.2,53.6,55.32,53.33,210798.0
2020-07-06,54.5,55.65,56.1,54.48,249211.0
2020-07-07,55.8,55.19,57.2,54.91,254364.0
2020-07-08,54.45,55.04,56.26,54.41,181837.0
2020-07-09,55.2,55.0,55.91,54.41,248884.0
2020-07-10,54.61,53.79,55.13,53.57,231481.0
2020-07-13,53.9,55.2,55.2,53.8,263347.0
2020-07-14,55.0,54.96,56.25,54.1,209473.0
2020-07-15,55.5,58.26,59.19,55.15,383679.0
2020-07-16,57.6,56.99,59.85,56.26,389775.0
2020-07-17,57.3,62.09,62.2,57.3,498713.0
2020-07-20,62.6,65.3,67.06,62.6,456848.0
2020-07-21,65.0,64.57,65.33,63.16,292234.0
2020-07-22,64.75,67.24,68.66,64.59,310597.0
2020-07-23,66.0,66.34,68.6,64.83,301759.0
2020-07-24,65.07,62.11,65.5,61.06,416314.0
2020-07-27,63.0,63.65,64.77,62.9,235265.0
2020-07-28,64.38,66.18,68.64,63.08,247859.0
2020-07-29,64.7,65.65,66.62,63.99,279163.0
